FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c76,283271,Towada,18095,Confirmed Eruption,4,,Goshikiiwa,To-D tephra; Oguni Pumice,Radiocarbon (corrected),?,-6250,,,0,0,,,,,,,,,POINT (40.51 140.88)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c77,283271,Towada,18097,Confirmed Eruption,5,+,Goshikiiwa (Nakanoumi),To-C tephra,Radiocarbon (corrected),?,-4150,,,0,0,,,,,,,,,POINT (40.51 140.88)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c78,283271,Towada,18098,Confirmed Eruption,4,+,Nakanoumi,To-B tephra,Radiocarbon (corrected),?,-750,,,0,0,,,,,,,,,POINT (40.51 140.88)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c79,283271,Towada,18099,Confirmed Eruption,5,,Goshikiiwa (NE rim Nakanoumi crater),,Historical Observations,,915,,,8,17,,,,,,,,,POINT (40.51 140.88)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c7a,284010,Izu-Oshima,18162,Confirmed Eruption,4,,Summit and east flank,Tephra layer S2,Radiocarbon (corrected),,340,200,,0,0,,,,,,,,,POINT (34.724 139.394)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c7b,284010,Izu-Oshima,18167,Confirmed Eruption,4,,,Tephra layer N4.4?,Historical Observations,?,680,,,0,0,,,681,,>,3,26,,POINT (34.724 139.394)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c7c,284010,Izu-Oshima,18173,Confirmed Eruption,4,,,Tephra layer N2.0?,Historical Observations,?,854,,?,9,14,,?,856,,,0,0,,POINT (34.724 139.394)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c7d,284010,Izu-Oshima,18174,Confirmed Eruption,4,,,Tephra layer N1.0?,Historical Observations,?,886,,?,6,29,,,,,,,,,POINT (34.724 139.394)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c7e,284010,Izu-Oshima,18177,Confirmed Eruption,4,,,Tephra layer Y6,Varve Count,?,1183,,,0,0,,,,,,,,,POINT (34.724 139.394)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c7f,284010,Izu-Oshima,18183,Confirmed Eruption,4,,"Summit, S flank",Tephra layer Y4,Historical Observations,,1421,,,5,14,,,,,,,,,POINT (34.724 139.394)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c80,284020,Niijima,18249,Confirmed Eruption,4,+,Mukai-yama,,Historical Observations,,886,,,6,29,,,,,,,,,POINT (34.397 139.27)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c81,284030,Kozushima,17576,Confirmed Eruption,4,,Tenjo-san,,Historical Observations,,838,,?,8,2,,,,,,,,,POINT (34.219 139.153)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c82,284040,Miyakejima,17579,Confirmed Eruption,4,,NW flank,Ofunata; OFB tephra,Tephrochronology,,-6450,500,,0,0,,,,,,,,,POINT (34.094 139.526)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c83,284040,Miyakejima,17580,Confirmed Eruption,4,,,Igaya tephra layer,Tephrochronology,,-2900,500,,0,0,,,,,,,,,POINT (34.094 139.526)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c84,284040,Miyakejima,17585,Confirmed Eruption,4,+,"Hatchodaira caldera, S flank (Furumio maar)",,Tephrochronology,,-950,200,,0,0,,,,,,,,,POINT (34.094 139.526)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c85,284040,Miyakejima,17588,Confirmed Eruption,4,,,TGS and TGA tephras,Tephrochronology,,260,500,,0,0,,,,,,,,,POINT (34.094 139.526)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c86,284040,Miyakejima,18256,Confirmed Eruption,4,,Oyama and East flank (Mi-ike maar),,Historical Observations,?,850,,,0,0,,,,,,,,,POINT (34.094 139.526)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c87,284040,Miyakejima,18265,Confirmed Eruption,4,,"Oyama, SSW flank (Shinmio maar)",,Historical Observations,,1763,,,8,17,,,1769,,,0,0,,POINT (34.094 139.526)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c88,284050,Hachijojima,18283,Confirmed Eruption,4,,Nishi-yama,,Tephrochronology,,-8020,2640,,0,0,,,,,,,,,POINT (33.137 139.766)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c89,284050,Hachijojima,18286,Confirmed Eruption,5,,Nishi-yama,,Tephrochronology,?,-4650,,,0,0,,,,,,,,,POINT (33.137 139.766)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c8a,284050,Hachijojima,18290,Confirmed Eruption,4,,Nishi-yama,,Tephrochronology,,-2450,500,,0,0,,,,,,,,,POINT (33.137 139.766)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c8b,284050,Hachijojima,18291,Confirmed Eruption,5,,"SE of Nishi-yama, NE of Higashi-yama",,Tephrochronology,?,-2050,,,0,0,,,,,,,,,POINT (33.137 139.766)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c8c,284060,Aogashima,18305,Confirmed Eruption,4,,SE flank (Kintagaura),,Radiocarbon (uncorrected),,-600,200,,0,0,,,,,,,,,POINT (32.458 139.759)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c8d,284160,Agrigan,18502,Confirmed Eruption,4,,,,Historical Observations,,1917,,,4,9,,,,,,,,,POINT (18.77 145.67)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c8e,284170,Pagan,18515,Confirmed Eruption,4,,North Pagan (summit and north flank),,Historical Observations,,1981,,,5,15,,,1985,,>,5,1,,POINT (18.13 145.8)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c8f,284180,Alamagan,18526,Confirmed Eruption,4,,,,Radiocarbon (uncorrected),,870,100,,0,0,,,,,,,,,POINT (17.6 145.83)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c90,285010,Oshima-Oshima,18555,Confirmed Eruption,4,,Nishi-yama,,Historical Observations,,1741,,?,8,18,,,1742,,,5,0,,POINT (41.51 139.367)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c91,285020,Hokkaido-Komagatake,18559,Confirmed Eruption,5,,,Tephra layer Ko-g,Radiocarbon (corrected),,-4600,50,,0,0,,,,,,,,,POINT (42.063 140.677)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c92,285020,Hokkaido-Komagatake,18561,Confirmed Eruption,4,P,,Tephra layer Ko-f,Radiocarbon (corrected),?,-4350,,,0,0,,,,,,,,,POINT (42.063 140.677)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c93,285020,Hokkaido-Komagatake,18562,Confirmed Eruption,5,,,Tephra layer Ko-d,Historical Observations,,1640,,,7,31,,,1640,,,10,9,,POINT (42.063 140.677)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c94,285020,Hokkaido-Komagatake,18563,Confirmed Eruption,4,,,Tephra layer Ko-c2,Historical Observations,,1694,,,7,4,,,1694,,,7,6,,POINT (42.063 140.677)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c95,285020,Hokkaido-Komagatake,18567,Confirmed Eruption,4,,Ansei Crater,Tephra layer Ko-c1,Historical Observations,,1856,,,9,25,,,,,,,,,POINT (42.063 140.677)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c96,285020,Hokkaido-Komagatake,18575,Confirmed Eruption,4,,SE and NE of Ansei Crater,Layer Ko-a,Historical Observations,,1929,,,6,17,,,1929,,,9,6,,POINT (42.063 140.677)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c97,285030,Toya,18594,Confirmed Eruption,5,,Usu,Usu-b Pumice,Historical Observations,,1663,,,8,16,,,1663,,,9,5,4,POINT (42.544 140.839)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c98,285030,Toya,18596,Confirmed Eruption,4,,Ko-Usu,,Historical Observations,,1769,,,1,23,,,,,,,,,POINT (42.544 140.839)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c99,285030,Toya,18597,Confirmed Eruption,4,,"Foot of Ko-Usu dome, Ogari-yama",,Historical Observations,,1822,,,3,12,,,1822,,,9,0,,POINT (42.544 140.839)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c9a,285030,Toya,18598,Confirmed Eruption,4,,O-Usu,,Historical Observations,,1853,,,4,22,,,1853,,,9,0,,POINT (42.544 140.839)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c9b,285040,Shikotsu,18604,Confirmed Eruption,5,,Tarumai,Ta-d tephra,Radiocarbon (uncorrected),?,-6950,,,0,0,,,,,,,,,POINT (42.688 141.38)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c9c,285040,Shikotsu,18605,Confirmed Eruption,5,,Tarumai,"Ta-c1, Ta-c2  tephras",Radiocarbon (uncorrected),?,-550,,,0,0,,,,,,,,,POINT (42.688 141.38)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c9d,285040,Shikotsu,18610,Confirmed Eruption,5,,Tarumai,Ta-b tephra,Historical Observations,,1667,,,9,23,,,1667,,?,9,26,,POINT (42.688 141.38)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c9e,285040,Shikotsu,18612,Confirmed Eruption,5,,Tarumai,Ta-a tephra,Historical Observations,,1739,,,8,19,,,1739,,,8,31,,POINT (42.688 141.38)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c9f,285070,Akan,18669,Confirmed Eruption,4,,Me-Akan (Nakamachineshiri),,Radiocarbon (uncorrected),?,-7050,,,0,0,,,,,,,,,POINT (43.384 144.013)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca0,285070,Akan,18677,Confirmed Eruption,4,P,Akan-Fuji,AS-7 tephra,Radiocarbon (corrected),?,-50,,,0,0,,,,,,,,,POINT (43.384 144.013)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca1,285081,Mashu,18708,Confirmed Eruption,6,,,Tephra layers Ma-j-f,Radiocarbon (corrected),,-5550,100,,0,0,,,,,,,,,POINT (43.572 144.561)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca2,285081,Mashu,18709,Confirmed Eruption,4,,Kamuinupuri,Tephra layer Ma-e,Radiocarbon (corrected),,-3550,40,,0,0,,,,,,,,,POINT (43.572 144.561)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca3,285081,Mashu,18711,Confirmed Eruption,4,,Kamuinupuri,Tephra layer Ma-d,Radiocarbon (corrected),,-2050,40,,0,0,,,,,,,,,POINT (43.572 144.561)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca4,285081,Mashu,18712,Confirmed Eruption,4,,Kamuinupuri,Tephra layers Ma-c4-c2,Radiocarbon (corrected),,150,100,,0,0,,,,,,,,,POINT (43.572 144.561)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca5,285081,Mashu,18714,Confirmed Eruption,5,,Kamuinupuri,Tephra layer Ma-b,Radiocarbon (corrected),,1080,100,,0,0,,,,,,,,,POINT (43.572 144.561)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca6,285082,Rausudake,18717,Confirmed Eruption,4,,,Ra2 tephra,Radiocarbon (corrected),,550,100,,0,0,,,,,,,,,POINT (44.076 145.122)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca7,290030,Chachadake [Tiatia],18740,Confirmed Eruption,4,,NNW and SSE flanks,,Historical Observations,,1973,,,7,14,,,1973,,,7,28,,POINT (44.353 146.252)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca8,290041,Moekeshiwan [Lvinaya Past],18745,Confirmed Eruption,6,+,,,Radiocarbon (uncorrected),,-7480,50,,0,0,,,,,,,,,POINT (44.608 146.994)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ca9,290150,Chirpoi,18778,Confirmed Eruption,4,?,Cherny,,Historical Observations,,1712,,,12,31,365,,,,,,,,POINT (46.532 150.871)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1caa,290210,Ushishur,18797,Confirmed Eruption,4,C,,,Radiocarbon (uncorrected),,-7450,50,,0,0,,,,,,,,,POINT (47.52 152.8)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cab,290240,Sarychev Peak,18812,Confirmed Eruption,4,,,,Historical Observations,,1946,,,11,9,,,1946,,,11,19,,POINT (48.092 153.2)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cac,290240,Sarychev Peak,18819,Confirmed Eruption,4,,,,Historical Observations,,2009,,,6,11,,,2009,,?,7,16,15,POINT (48.092 153.2)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cad,290250,Raikoke,18822,Confirmed Eruption,4,^,,,Historical Observations,,1778,,,0,0,,,,,,,,,POINT (48.292 153.25)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cae,290250,Raikoke,18823,Confirmed Eruption,4,,,,Historical Observations,,1924,,,2,15,,,,,,,,,POINT (48.292 153.25)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1caf,290290,Sinarka,18837,Confirmed Eruption,4,,,,Historical Observations,,1872,,,0,0,,,1878,,,0,0,,POINT (48.873 154.182)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb0,290300,Kharimkotan,17621,Confirmed Eruption,5,,Severgin,,Historical Observations,,1933,,,1,8,,,1933,,>,4,14,,POINT (49.12 154.508)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb1,290310,Tao-Rusyr Caldera,17622,Confirmed Eruption,6,,Tao-Rusyr,,Radiocarbon (uncorrected),,-5550,75,,0,0,,,,,,,,,POINT (49.35 154.7)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb2,290360,Chikurachki,18845,Confirmed Eruption,4,,Tatarinov,,Tephrochronology,,1690,10,,0,0,,,,,,,,,POINT (50.324 155.461)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb3,290360,Chikurachki,18854,Confirmed Eruption,4,,,,Historical Observations,,1986,,,11,18,,,1986,,,12,7,,POINT (50.324 155.461)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb4,290360,Chikurachki,20888,Confirmed Eruption,4,?,,OSC6 tephra,Tephrochronology,,-1500,250,,,,,,,,,,,,POINT (50.324 155.461)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb5,290360,Chikurachki,20890,Confirmed Eruption,4,?,,OSC8 tephra,Tephrochronology,?,-1950,,,,,,,,,,,,,POINT (50.324 155.461)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb6,290360,Chikurachki,20893,Confirmed Eruption,4,?,,OSC11 tephra,Radiocarbon (corrected),,-6310,70,,,,,,,,,,,,POINT (50.324 155.461)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb7,290390,Alaid,18880,Confirmed Eruption,4,^,,,Historical Observations,,1790,,,0,0,,,1793,,,0,0,,POINT (50.861 155.565)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb8,290390,Alaid,18887,Confirmed Eruption,4,,,,Historical Observations,,1981,,,4,27,,,1981,,,6,5,,POINT (50.861 155.565)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cb9,300023,Kurile Lake,18903,Confirmed Eruption,7,,,Tephra layer KO,Radiocarbon (corrected),,-6440,25,,0,0,,,,,,,,,POINT (51.45 157.12)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cba,300030,Iliinsky,18909,Confirmed Eruption,4,C,,,Tephrochronology,,-5700,50,,0,0,,,,,,,,,POINT (51.498 157.203)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cbb,300030,Iliinsky,18911,Confirmed Eruption,5,,,ZLT tephra,Radiocarbon (uncorrected),?,-2850,,,0,0,,,,,,,,,POINT (51.498 157.203)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cbc,300040,Zheltovsky,18915,Confirmed Eruption,5,,,,Tephrochronology,,-7050,1000,,0,0,,,,,,,,,POINT (51.577 157.328)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cbd,300040,Zheltovsky,18917,Confirmed Eruption,5,,,,Radiocarbon (uncorrected),?,-3050,,,0,0,,,,,,,,,POINT (51.577 157.328)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cbe,300053,Khodutka,18921,Confirmed Eruption,4,+,NW flank of Priemysh volcano,,Tephrochronology,<,-1050,,,0,0,,,,,,,,,POINT (52.062 157.711)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cbf,300053,Khodutka,18922,Confirmed Eruption,5,,WNW flank (Khodutkinsky maar),KHD tephra,Radiocarbon (corrected),,-930,100,,0,0,,,,,,,,,POINT (52.062 157.711)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc0,300050,Ksudach,18924,Confirmed Eruption,5,,Ksudach III caldera,Tephra layer KS4,Radiocarbon (corrected),?,-7900,,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc1,300050,Ksudach,18926,Confirmed Eruption,5,?,Ksudach IV caldera,Tephra layer KS3,Radiocarbon (corrected),?,-5200,,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc2,300050,Ksudach,18927,Confirmed Eruption,5,+,Ksudach IV caldera,Tephra layer KS2,Radiocarbon (corrected),?,-4900,,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc3,300050,Ksudach,18934,Confirmed Eruption,4,,,Tephra layer KSbt,Tephrochronology,?,-3000,,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc4,300050,Ksudach,18936,Confirmed Eruption,6,,Ksudach V caldera,Tephra layer KS1,Radiocarbon (corrected),,240,100,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc5,300050,Ksudach,18939,Confirmed Eruption,4,+,Stubel,KSht1 tephra,Radiocarbon (corrected),,1000,50,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc6,300050,Ksudach,18940,Confirmed Eruption,4,,Stubel,KSht2 tephra,Radiocarbon (corrected),?,1750,,,0,0,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc7,300050,Ksudach,18941,Confirmed Eruption,5,,Stubel,KSht3 tephra,Historical Observations,,1907,,?,3,28,,,,,,,,,POINT (51.844 157.572)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc8,300082,Tolmachev Dol,19027,Confirmed Eruption,4,+,Chasha crater,OPtr tephra,Radiocarbon (uncorrected),?,-2650,,,0,0,,,,,,,,,POINT (52.63 157.58)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cc9,300080,Opala,19033,Confirmed Eruption,5,+,SE flank (Barany Amphitheater),,Radiocarbon (corrected),,610,50,,0,0,,,,,,,,,POINT (52.543 157.339)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cca,300100,Avachinsky,19073,Confirmed Eruption,5,,,Tephra layer IIAV3,Radiocarbon (uncorrected),?,-1350,,,0,0,,,,,,,,,POINT (53.256 158.836)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ccb,300100,Avachinsky,19086,Confirmed Eruption,4,,,,Historical Observations,,1827,,,6,27,,,1827,,,6,29,,POINT (53.256 158.836)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ccc,300100,Avachinsky,19099,Confirmed Eruption,4,,,,Historical Observations,,1926,,,3,27,,,1927,,?,3,14,,POINT (53.256 158.836)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ccd,300100,Avachinsky,19102,Confirmed Eruption,4,,,,Historical Observations,,1945,,,2,25,,,1945,,,2,25,,POINT (53.256 158.836)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cce,300100,Avachinsky,19053,Confirmed Eruption,4,,,Tephra layer IAv10; AV5,Radiocarbon (corrected),,-4460,100,,0,0,,,,,,,,,POINT (53.256 158.836)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ccf,300100,Avachinsky,19055,Confirmed Eruption,5,,,Tephra layer IAv12; AV4,Radiocarbon (corrected),,-4340,75,,0,0,,,,,,,,,POINT (53.256 158.836)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1cd0,300100,Avachinsky,19059,Confirmed Eruption,4,,,Tephra layer IAv16,Radiocarbon (corrected),,-3790,100,,0,0,,,,,,,,,POINT (53.256 158.836)
